target_ts,Timestamp,minutes_from_target,Close,VWAP,BuyQty,SellQty,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic,delta_1m,vol_1m,price_minus_vwap
2026-04-05 07:20:00,2026-04-05 07:01:00,-19,,,0.694670,0.547830,,,,,,0.146840,,
2026-04-05 07:20:00,2026-04-05 07:02:00,-18,,,0.651870,0.128010,,,,,,0.523860,,
2026-04-05 07:20:00,2026-04-05 07:03:00,-17,,,0.399390,0.090500,,,,,,0.308890,,
2026-04-05 07:20:00,2026-04-05 07:04:00,-16,,,0.424450,0.293010,,,,,,0.131440,,
2026-04-05 07:20:00,2026-04-05 07:05:00,-15,,,0.134210,0.189440,,,,,,-0.055230,,
2026-04-05 07:20:00,2026-04-05 07:06:00,-14,,,0.227420,0.034880,,,,,,0.192540,,
2026-04-05 07:20:00,2026-04-05 07:07:00,-13,,,0.279150,0.150550,,,,,,0.128600,,
2026-04-05 07:20:00,2026-04-05 07:08:00,-12,,,0.146120,0.487970,,,,,,-0.341850,,
2026-04-05 07:20:00,2026-04-05 07:09:00,-11,,,0.633960,0.111170,,,,,,0.522790,,
2026-04-05 07:20:00,2026-04-05 07:10:00,-10,,,0.433250,0.389540,,,,,,0.043710,,
2026-04-05 07:20:00,2026-04-05 07:11:00,-9,,,0.564920,0.859520,,,,,,-0.294600,,
2026-04-05 07:20:00,2026-04-05 07:12:00,-8,,,1.797270,0.373900,,,,,,1.423370,,
2026-04-05 07:20:00,2026-04-05 07:13:00,-7,,,0.249350,3.396840,,,,,,-3.147490,,
2026-04-05 07:20:00,2026-04-05 07:14:00,-6,,,0.359980,0.549290,,,,,,-0.189310,,
2026-04-05 07:20:00,2026-04-05 07:15:00,-5,,,0.325270,1.890260,,,,,,-1.564990,,
2026-04-05 07:20:00,2026-04-05 07:16:00,-4,,,0.265730,0.076650,,,,,,0.189080,,
2026-04-05 07:20:00,2026-04-05 07:17:00,-3,,,0.336500,3.645240,,,,,,-3.308740,,
2026-04-05 07:20:00,2026-04-05 07:18:00,-2,,,0.254510,0.252260,,,,,,0.002250,,
2026-04-05 07:20:00,2026-04-05 07:19:00,-1,,,7.659440,17.905930,,,,,,-10.246490,,
2026-04-05 07:20:00,2026-04-05 07:20:00,0,,,8.195040,40.162870,,,,,,-31.967830,,
2026-04-05 07:20:00,2026-04-05 07:21:00,1,,,0.875560,1.700770,,,,,,-0.825210,,
2026-04-05 07:20:00,2026-04-05 07:22:00,2,,,4.367090,24.205420,,,,,,-19.838330,,
2026-04-05 07:20:00,2026-04-05 07:23:00,3,,,2.585170,0.147940,,,,,,2.437230,,
2026-04-05 07:20:00,2026-04-05 07:24:00,4,,,2.878900,1.847860,,,,,,1.031040,,
2026-04-05 07:20:00,2026-04-05 07:25:00,5,,,8.432320,0.252230,,,,,,8.180090,,
2026-04-05 07:20:00,2026-04-05 07:26:00,6,,,0.162280,0.152930,,,,,,0.009350,,
2026-04-05 07:20:00,2026-04-05 07:27:00,7,,,1.800430,15.987820,,,,,,-14.187390,,
2026-04-05 07:20:00,2026-04-05 07:28:00,8,,,2.443270,0.376350,,,,,,2.066920,,
2026-04-05 07:20:00,2026-04-05 07:29:00,9,,,0.771490,0.568280,,,,,,0.203210,,
2026-04-05 07:20:00,2026-04-05 07:30:00,10,,,3.763370,0.915790,,,,,,2.847580,,
2026-04-05 07:20:00,2026-04-05 07:31:00,11,,,0.155870,0.682280,,,,,,-0.526410,,
2026-04-05 07:20:00,2026-04-05 07:32:00,12,,,1.238180,0.766770,,,,,,0.471410,,
2026-04-05 07:20:00,2026-04-05 07:33:00,13,,,1.165050,0.110190,,,,,,1.054860,,
2026-04-05 07:20:00,2026-04-05 07:33:59,13,,,3.772190,1.320920,,,,,,2.451270,,
2026-04-05 07:20:00,2026-04-05 07:35:00,15,,,0.215020,2.213450,,,,,,-1.998430,,
2026-04-05 07:20:00,2026-04-05 07:36:00,16,,,10.066150,4.834830,,,,,,5.231320,,
2026-04-05 07:20:00,2026-04-05 07:37:00,17,,,36.178960,49.511140,,,,,,-13.332180,,
2026-04-05 07:20:00,2026-04-05 07:38:00,18,,,21.678690,7.918850,,,,,,13.759840,,
2026-04-05 07:20:00,2026-04-05 07:39:00,19,,,18.538970,0.339920,,,,,,18.199050,,
2026-04-05 07:20:00,2026-04-05 07:40:00,20,,,0.691580,0.783950,,,,,,-0.092370,,
2026-04-05 07:20:00,2026-04-05 07:41:00,21,,,0.237100,0.201060,,,,,,0.036040,,
2026-04-05 07:20:00,2026-04-05 07:42:00,22,,,0.250020,0.375750,,,,,,-0.125730,,
2026-04-05 07:20:00,2026-04-05 07:43:00,23,,,0.557050,0.270210,,,,,,0.286840,,
2026-04-05 07:20:00,2026-04-05 07:43:59,23,,,0.396860,0.058110,,,,,,0.338750,,
2026-04-05 07:20:00,2026-04-05 07:45:00,25,,,0.141980,0.111550,,,,,,0.030430,,
2026-04-05 07:20:00,2026-04-05 07:46:00,26,,,0.216610,0.111500,,,,,,0.105110,,
2026-04-05 07:20:00,2026-04-05 07:47:00,27,,,0.274030,0.543180,,,,,,-0.269150,,
2026-04-05 07:20:00,2026-04-05 07:48:00,28,,,0.572290,0.052110,,,,,,0.520180,,
2026-04-05 07:20:00,2026-04-05 07:49:00,29,,,0.247260,0.182440,,,,,,0.064820,,
2026-04-05 07:20:00,2026-04-05 07:50:00,30,,,0.302890,5.550130,,,,,,-5.247240,,
2026-04-05 09:53:00,2026-04-05 09:23:00,-30,,,0.421610,2.879190,,,,,,-2.457580,,
2026-04-05 09:53:00,2026-04-05 09:24:00,-29,,,0.283420,0.661680,,,,,,-0.378260,,
2026-04-05 09:53:00,2026-04-05 09:25:00,-28,,,0.947310,2.183350,,,,,,-1.236040,,
2026-04-05 09:53:00,2026-04-05 09:26:00,-27,,,0.410970,2.756870,,,,,,-2.345900,,
2026-04-05 09:53:00,2026-04-05 09:27:00,-26,,,0.421860,0.457010,,,,,,-0.035150,,
2026-04-05 09:53:00,2026-04-05 09:28:00,-25,,,1.634040,0.060410,,,,,,1.573630,,
2026-04-05 09:53:00,2026-04-05 09:29:00,-24,,,0.345880,1.006760,,,,,,-0.660880,,
2026-04-05 09:53:00,2026-04-05 09:30:00,-23,,,1.513540,1.319520,,,,,,0.194020,,
2026-04-05 09:53:00,2026-04-05 09:31:00,-22,,,0.270210,7.861820,,,,,,-7.591610,,
2026-04-05 09:53:00,2026-04-05 09:32:00,-21,,,1.518260,8.114170,,,,,,-6.595910,,
2026-04-05 09:53:00,2026-04-05 09:33:00,-20,,,1.479660,5.399490,,,,,,-3.919830,,
2026-04-05 09:53:00,2026-04-05 09:34:00,-19,,,2.913740,10.883020,,,,,,-7.969280,,
