target_ts,session_date,ts,minutes_from_target,is_target_case,event_type,kind,reject_reason,interesting_reject_bucket,rule_id,price,price_vs_vwap_side,cum_delta_24h,cum_delta_60m,cum_delta_180m,ret_15m,ret_60m,same_side_as_target,later_same_side_event_in_window,later_same_side_accepted_in_window,later_same_side_stronger_reject_in_window
2026-04-05 14:33:00,2026-04-05,2026-04-05 14:33:00,0,yes,CANDIDATE_COMPARISON_REJECT,short,3of3_fail,possible_reversal_confirmation,IR_B1,66815.940863,below,373.76084999996965,-105.88651999999638,-262.3347300000096,-126.0,-202.0,yes,yes,yes,no
2026-04-05 14:33:00,2026-04-05,2026-04-05 14:34:00,1,no,PEAK_EMIT,short,,,,66774.628139,below,339.5512399999716,-125.0711999999985,-283.1735800000097,-187.0,-249.0,yes,yes,yes,no
2026-04-05 00:20:00,2026-04-05,2026-04-05 00:20:00,0,yes,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,possible_reversal_confirmation,IR_B1,67441.310528,above,1228.2258299999594,5.939830000002985,633.7258300000249,65.0,117.5,yes,yes,no,yes
2026-04-05 00:20:00,2026-04-05,2026-04-05 00:45:00,25,no,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,possible_reversal_confirmation,IR_B1,67425.301849,above,1188.5681399999376,239.79813999999897,600.1601400000072,37.0,173.1999999999971,yes,yes,no,yes
2026-04-05 00:20:00,2026-04-05,2026-04-05 00:46:00,26,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,67433.977534,above,1143.9249499999423,43.3009499999971,536.7109500000079,-18.0,156.89999999999418,no,yes,no,yes
2026-04-05 00:20:00,2026-04-05,2026-04-05 01:10:00,50,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,unclear_but_constructive,IR_F1,67359.782898,above,1225.1230799999357,149.06796999999642,164.4230800000114,12.0,19.0,yes,yes,no,yes
2026-04-05 00:20:00,2026-04-05,2026-04-05 01:11:00,51,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,67374.056978,above,1144.463629999933,91.50938999999562,103.28163000001223,-18.0,12.0,no,yes,no,yes
2026-04-05 00:20:00,2026-04-05,2026-04-05 01:46:00,86,no,CANDIDATE_COMPARISON_REJECT,short,vwap_side,possible_reversal_confirmation,IR_B1,67299.605467,above,1389.523769999927,-70.70836999999301,-45.464230000005045,-36.0,-126.0,no,yes,no,yes
2026-04-05 00:45:00,2026-04-05,2026-04-05 00:20:00,-25,no,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,possible_reversal_confirmation,IR_B1,67441.310528,above,1228.2258299999594,5.939830000002985,633.7258300000249,65.0,117.5,yes,yes,no,no
2026-04-05 00:45:00,2026-04-05,2026-04-05 00:45:00,0,yes,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,possible_reversal_confirmation,IR_B1,67425.301849,above,1188.5681399999376,239.79813999999897,600.1601400000072,37.0,173.1999999999971,yes,yes,no,no
2026-04-05 00:45:00,2026-04-05,2026-04-05 00:46:00,1,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,67433.977534,above,1143.9249499999423,43.3009499999971,536.7109500000079,-18.0,156.89999999999418,no,yes,no,no
2026-04-05 00:45:00,2026-04-05,2026-04-05 01:10:00,25,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,unclear_but_constructive,IR_F1,67359.782898,above,1225.1230799999357,149.06796999999642,164.4230800000114,12.0,19.0,yes,yes,no,no
2026-04-05 00:45:00,2026-04-05,2026-04-05 01:11:00,26,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,67374.056978,above,1144.463629999933,91.50938999999562,103.28163000001223,-18.0,12.0,no,yes,no,no
2026-04-05 00:45:00,2026-04-05,2026-04-05 01:46:00,61,no,CANDIDATE_COMPARISON_REJECT,short,vwap_side,possible_reversal_confirmation,IR_B1,67299.605467,above,1389.523769999927,-70.70836999999301,-45.464230000005045,-36.0,-126.0,no,yes,no,no
2026-04-05 01:46:00,2026-04-05,2026-04-05 00:20:00,-86,no,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,possible_reversal_confirmation,IR_B1,67441.310528,above,1228.2258299999594,5.939830000002985,633.7258300000249,65.0,117.5,no,no,no,no
2026-04-05 01:46:00,2026-04-05,2026-04-05 00:45:00,-61,no,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,possible_reversal_confirmation,IR_B1,67425.301849,above,1188.5681399999376,239.79813999999897,600.1601400000072,37.0,173.1999999999971,no,no,no,no
2026-04-05 01:46:00,2026-04-05,2026-04-05 00:46:00,-60,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,67433.977534,above,1143.9249499999423,43.3009499999971,536.7109500000079,-18.0,156.89999999999418,yes,no,no,no
2026-04-05 01:46:00,2026-04-05,2026-04-05 01:10:00,-36,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,unclear_but_constructive,IR_F1,67359.782898,above,1225.1230799999357,149.06796999999642,164.4230800000114,12.0,19.0,no,no,no,no
2026-04-05 01:46:00,2026-04-05,2026-04-05 01:11:00,-35,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,67374.056978,above,1144.463629999933,91.50938999999562,103.28163000001223,-18.0,12.0,yes,no,no,no
2026-04-05 01:46:00,2026-04-05,2026-04-05 01:46:00,0,yes,CANDIDATE_COMPARISON_REJECT,short,vwap_side,possible_reversal_confirmation,IR_B1,67299.605467,above,1389.523769999927,-70.70836999999301,-45.464230000005045,-36.0,-126.0,yes,no,no,no
2026-04-05 07:20:00,2026-04-05,2026-04-05 07:20:00,0,yes,CANDIDATE_COMPARISON_REJECT,short,3of3_fail,,,67132.459132,below,835.9868899999419,-44.44093000000066,-22.262650000000576,1.0,9.0,yes,yes,no,no
2026-04-05 07:20:00,2026-04-05,2026-04-05 07:57:00,37,no,CANDIDATE_GATE_REJECT,short,imb_band,,,,at_or_unknown,576.9484599999632,-126.22342000000208,-130.18950999999288,-148.0,-185.0,yes,yes,no,no
2026-04-05 07:20:00,2026-04-05,2026-04-05 08:41:00,81,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,unclear_but_constructive,IR_F1,66827.00019,below,449.38896999996723,-141.40077000001475,-181.21867000000202,76.0,-249.0,no,yes,no,no
2026-04-05 17:15:00,2026-04-05,2026-04-05 17:15:00,0,yes,CANDIDATE_COMPARISON_REJECT,short,3of3_fail,,,66944.472184,below,694.0174499999666,-115.04939999999988,-174.79796000001807,11.0,57.0,yes,yes,no,no
2026-04-05 17:15:00,2026-04-05,2026-04-05 17:26:00,11,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,,,67044.709589,below,480.8213799999721,-66.54113000000507,-157.39930000001914,172.0,205.0,no,yes,no,no
2026-04-05 17:15:00,2026-04-05,2026-04-05 17:27:00,12,no,CANDIDATE_GATE_REJECT,long,chop_coh,,,,at_or_unknown,489.4870799999735,-35.511890000005224,-123.41297000001941,420.0,469.0,no,yes,no,no
2026-04-05 17:15:00,2026-04-05,2026-04-05 17:29:00,14,no,CANDIDATE_GATE_REJECT,long,imb_band,,,,at_or_unknown,530.6669599999732,25.430719999993016,-63.42251000002216,441.0,490.0,no,yes,no,no
2026-04-05 17:15:00,2026-04-05,2026-04-05 17:41:00,26,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,,,67351.790896,above,752.1440199999706,23.7523699999947,1.6001699999796983,245.0,421.0,yes,yes,no,no
2026-04-05 09:53:00,2026-04-05,2026-04-05 08:41:00,-72,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,unclear_but_constructive,IR_F1,66827.00019,below,449.38896999996723,-141.40077000001475,-181.21867000000202,76.0,-249.0,yes,no,no,no
2026-04-05 09:53:00,2026-04-05,2026-04-05 09:01:00,-52,no,CANDIDATE_COMPARISON_REJECT,long,vwap_side,unclear_but_constructive,IR_F1,66828.401164,below,703.0681599999843,-5.325470000003406,-127.78994000000239,25.0,-91.0,yes,no,no,no
2026-04-05 09:53:00,2026-04-05,2026-04-05 09:53:00,0,yes,CANDIDATE_COMPARISON_REJECT,long,vwap_side,possible_trap_or_false_break,IR_E1,66781.805224,below,687.9968799999879,79.39444000000367,-87.43589000000793,50.0,-63.0,yes,no,no,no
2026-04-05 21:19:00,2026-04-05,2026-04-05 21:14:00,-5,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,unclear_but_constructive,IR_F1,67410.997248,above,-4.7398900000189315,-54.075870000004215,-129.67006000000765,23.0,89.0,yes,yes,no,no
2026-04-05 21:19:00,2026-04-05,2026-04-05 21:19:00,0,yes,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,unclear_but_constructive,IR_F1,67446.647978,above,42.060599999982514,-22.30416000000696,-113.71063000000504,79.0,141.0,yes,yes,no,no
2026-04-05 21:19:00,2026-04-05,2026-04-05 21:20:00,1,no,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,unclear_but_constructive,IR_F1,67477.705693,above,44.07531999998537,-7.296730000005482,-101.14529000000402,138.0,239.0,yes,yes,no,no
2026-04-05 21:19:00,2026-04-05,2026-04-05 22:38:00,79,no,CANDIDATE_GATE_REJECT,long,imb_band,,,,at_or_unknown,-593.4096800000443,32.15144000000146,-1.8035400000117079,208.0,220.0,yes,yes,no,no
2026-04-05 21:20:00,2026-04-05,2026-04-05 21:14:00,-6,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,unclear_but_constructive,IR_F1,67410.997248,above,-4.7398900000189315,-54.075870000004215,-129.67006000000765,23.0,89.0,yes,yes,no,no
2026-04-05 21:20:00,2026-04-05,2026-04-05 21:19:00,-1,no,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,unclear_but_constructive,IR_F1,67446.647978,above,42.060599999982514,-22.30416000000696,-113.71063000000504,79.0,141.0,yes,yes,no,no
2026-04-05 21:20:00,2026-04-05,2026-04-05 21:20:00,0,yes,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,unclear_but_constructive,IR_F1,67477.705693,above,44.07531999998537,-7.296730000005482,-101.14529000000402,138.0,239.0,yes,yes,no,no
2026-04-05 21:20:00,2026-04-05,2026-04-05 22:38:00,78,no,CANDIDATE_GATE_REJECT,long,imb_band,,,,at_or_unknown,-593.4096800000443,32.15144000000146,-1.8035400000117079,208.0,220.0,yes,yes,no,no
2026-04-05 00:46:00,2026-04-05,2026-04-05 00:20:00,-26,no,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,possible_reversal_confirmation,IR_B1,67441.310528,above,1228.2258299999594,5.939830000002985,633.7258300000249,65.0,117.5,no,yes,no,yes
2026-04-05 00:46:00,2026-04-05,2026-04-05 00:45:00,-1,no,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,possible_reversal_confirmation,IR_B1,67425.301849,above,1188.5681399999376,239.79813999999897,600.1601400000072,37.0,173.1999999999971,no,yes,no,yes
2026-04-05 00:46:00,2026-04-05,2026-04-05 00:46:00,0,yes,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,67433.977534,above,1143.9249499999423,43.3009499999971,536.7109500000079,-18.0,156.89999999999418,yes,yes,no,yes
2026-04-05 00:46:00,2026-04-05,2026-04-05 01:10:00,24,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,unclear_but_constructive,IR_F1,67359.782898,above,1225.1230799999357,149.06796999999642,164.4230800000114,12.0,19.0,no,yes,no,yes
2026-04-05 00:46:00,2026-04-05,2026-04-05 01:11:00,25,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,67374.056978,above,1144.463629999933,91.50938999999562,103.28163000001223,-18.0,12.0,yes,yes,no,yes
2026-04-05 00:46:00,2026-04-05,2026-04-05 01:46:00,60,no,CANDIDATE_COMPARISON_REJECT,short,vwap_side,possible_reversal_confirmation,IR_B1,67299.605467,above,1389.523769999927,-70.70836999999301,-45.464230000005045,-36.0,-126.0,yes,yes,no,yes
